,text
33130,"French satirical magazine Charlie Hebdo has drawn criticism for mocking the recent earthquake that hit Turkey and Syria. The magazine's Twitter account shared a drawing that showed damaged housing with the caption ""No need to send tanks.""  |  "
33131,Headlines at 12 PM with     
33132,The Prayer For Harvest..WHAT IS GOING ONCONGRATULATIONS ADEKUNLENorth KoreaKanyeEminemOpayPeter OkoyeWeghorstMakanakiSupreme CourtMalamiGod is GoodBrymoCornMC OLUOMOTupacEriksenWarriorsPortable   
33133,We have all been moved by the devastating earthquake images from Turkey and Syria. The link below contains a list of organisations accepting donations to support victims of the earthquakes:  
33134,May Allah help turkey and Syria    
33135,Another 179 person rescue team from China arrived in Turkey.👍 
33136,Park View City Islamabad is a perfect example of luxury and serenity! A perfect place to live a perfect life! For Free Consultation Contact Us ☎️ Call or WhatsApp: (+92) 0333 1153829        
33137,Pak Army search and rescue team in Turkey       
33138,According to some reports the earthquakes in Turkey shifted the Anatolian Plate and moved the country by up to 3 metres.   
33139,Thank you El Salvador 🙏🏻♥️ 
33140,Indian NDRF team in rescue operations in    
33141,“Tens of thousands of others were injured in the disaster.”  
33142,"The young man who wrote ""Don't lose your hope"" on the wall under the collapse was rescued from the rubble 64 hours after the      "
33143,How I think about the natural disaster event of Turkey right now and how I always think about everyone in my life who causes damage   I dedicate this to you! 
33144,Hatay2 y/o boy was rescued by Kosovan SAR team.   🇹🇷 
33145,Erdoğan says all necessary measures to be taken to rescue people trapped under rubble    
33147,"""In the midst of destruction, hope prevails. A smile shines like a beacon of light, reminding us that the human spirit is unbreakable   "
33148, How money is  donating?  
33149,Please donate to   to help Turkey earthquake every donation will help even the smallest amount       #
33150,"Play for Turkey &amp; Syria, Please God for help 🙏🏻 "
33151,Heart warming scenario ♥️   
33152,🔴TURKIYE : LITTLE CHILD RESCUED BY MINERS FROM RUBBLE IN HATAY PROVINCE ON THIRD DAY                   
33153,Embassy of Djibouti put the flag half-mast to show solidarity with Turkish people during the seven days of national mourning. We stand with Türkiye.    
33154,"Never forgive, never forget… "
33155,A Turkish man holding the hand of his 15-year-old daughter who died in the earthquake.          
33156,"More than 15,000 poor souls lost in   is just dreadful and the impact of this will last many years."
33157,"For those   collectors, I’ve gone ahead and minted 25 Resilient  on  and half of the proceeds will be sent to  I'm trying every means possible to help  victims. If you have spare Tezos please mint  "
33158,My thoughts are with everyone affected by the devastating  🇯🇵 rescue teams are now on the ground. Visited 🇹🇷 on behalf of JICA in '19 to discuss quake-resistant construction. This cooperation is now more vital than ever! Hoping for more people to be rescued.
33159,Organizations in Türkiye &amp; Syria to donate to. PLEASE CLICK THE LINK TO HELP!   
33160,"Please donate, help as much as you can. Even the smallest donation can make a difference.      here is the link to AHBAP :  "
33161,Helping hands to Turkey 🇮🇳🤝🇹🇷Please keep praying and donating..Account details-Name- Aadil AkhtiyarAc no.159958014007Ifsc code: INDB0000175Bank: Indusind BankPhone Pay/ Google Pay - 9958014007  
33162,We share in your heartbreak and sadness over the tragedy in Turkey and Syria. The impact of this devastating earthquake has been felt by many and our thoughts and condolences go out to all those who have been affected.  
33163, ( M2.8 strikes 24 km SE of  ( 5 min ago. More info: 
33164,Some verified donation links for  affectees     
33165,"YouTube'da ""Turkey earthquake : Death toll crosses 15,000 | Latest News | WION |"" videosunu izleyin   "
33166, ( M3.9 strikes 40 km E of  ( 10 min ago. More info: 
33167,Earthquake has turned city into rubbles.     
33168,"Turkish president threatens parties,non government organisations&amp;people who speak true situation in earthquake districts.Turkish government censoring what earthquake victims says true situations in districts.    "
33169,"The agency said 12,391 people had been confirmed killed in  after Monday’s early morning  and series of aftershocks, which brought down thousands of buildings in southeastern Turkey "
33170,"Thank you  and  🙌🏼❤️Please donate and share widely, thank you.     "
33171,Amin .  
33172,"Despite all the anti-Israel rhetoric from Turkey, today Israel stands with the earthquake affected country. Helping them out with rescue operations, medical care and food supplies.  "
33173,"15  Air Force planes arrived in  delivering a search and rescue team of 230 people, including medical personnel, as well as humanitarian aid &amp; equipment 🇮🇱🇹🇷       "
33174,  death toll now at 13000 and counting.
33175,as i said more cold  into    
33176,Please! Help Syria too...
33177,Why need to follow traffic rules?   
33178,Tonight we opened our home to many people escaping from the epicentre of this terrible catastrophic earthquake.Time plays against us and every phone call brings bad news unfortunately This 3 meter move is so small for the planet but is life destroying for millions people 
33179,"Turkey in Tears and Pain.The earthquake in Turkey is one of the deadliest this century, but miracles continue to happen as heroic rescuers cut through the rubble in harsh weather conditions. May Allah Grant Jannah to all the Rescuers.    "
33181,CONGRATULATIONS TO ALL WINNERS YESTERDAY. TODAY'S FIXED MATCHES ARE NOW AVAILABLE. YOU CAN  CONTACT ME DIRECTLY ON        
33183,"Sweden currently holds the EU presidency and thus coordinates EU support to earthquake victims in Türkiye and Syria. On Feb 6, it activated the Integrated Political Crisis Response mechanism.  "
33184,A new 4.3-magnitude earthquake was felt by the residents of    and  
33185,"I saw 👀 that Syria &amp; Turkey death toll will exceed 50,000 deaths by Sunday unfortunately 🌦️🌞🌒 it will end at around 105,000 give or take. My condolences in advance for every family suffering &amp; having to endure this supernatural event.   "
33186, I congratulate the Ministry of health for the job well done But what about ministry of disaster and preparedness for the disasters God forbid may happen ate we ready for them we have just witnessed horror in   any thoughts 😅
33187,"I don't need anyone to tell me about someone as he is....I look at his face, eyes, smile - that's enough...Good morning dear friends ...I want you to have a nice day filled with blessings of peace and love🤗🐞🕊️🌿❤️‍🩹💔  "
33188,Heartbreaking 🥹🥺🥹           
33189,"Latest casualty figures from - At least 12,873 killed- At least 62,937 injured- Over 6,000 buildings collapsed- Over 113,200 search &amp; rescue personnel involved- Over 13 million impacted in 10 provinces, according to figures from state media"
33190,Another little girl was rescued by Hungarian search and rescue teams after 10 hours of work. The Hungarian personnel in charge of the team could not finish his speech...         
33192, How could any headline or cause be more important than  right now!
33193,"In Turkey, strange behavior was observed in birds just before the earthquake             "
33194,Pulling a two-month-old baby alive after three days under the rubble in Turkey.   
33195, Listen loudlyWe shall rise IN SHA ALLAH 👊   
33196, ( M4.2 strikes 45 km SE of  ( 10 min ago. More info: 
33197,HF  teams from Europe and North America are deploying to  as part of our response to the  .Please donate:  
33198,He doesn’t want to let go of her Daughter’s hand. 💔            
33199,"Here we are fighting each other, creating wars - killing each other. Mother Nature then reminds us of outcomes beyond any human control. Lets control what we can- stop fighting and killing each other. Live in Peace. We are needed for the unexpected. "
33200,"Thousands of people have been killed after a 7.8-magnitude quake jolted Turkey and Syria on Monday. Amid this, plenty of pictures and videos show rescue personnel extracting earthquake survivors from collapsed buildings.   "
33201,Top Require ISO Certification in Indonesia for the organizations. Link - ..       
33202,Thank you Greece 💙 
33203,Traffic jams when people do small mistakes.   
33204,Low poly gaming chair In blender                 
33205,This picture melted my Heart trembled within Entirely..    
33206,He doesn’t not want to leave his doughter’s hand.What is Love?💕💔🌹💗  
33207,"Turkyie quake deaths top 15,000 as survivors face big freeze in cars, tents "
33208,🔔 ( M4.2 occurred 20 km NW of  ( 11 min ago (local time 09:45:10). More info at:📱🌐🖥 
33209,“He doesn’t want to let go of her Daughter’s hand” 😭💔       
33210," govt. has sent a 46-member army rescue team to Turkey to help in the rescue operations. Team includes 24 army personnel, 12 fire and civil defense, and 10 healthcare professionals.  "
33211,As i understand that’s are particulars about  to stay that  🤍🙏 shared on Instagram I repost with a hope it will be of use also here on Twitter 🙏1/3  
33212,  Can anybody explain these lights in the sky just before the earthquake in    anyone? 
33213,"O Ummah of Muhammad(SAW) The situation is very bad, there is no one to help us   "
33214,Expect a lot more incoming earthquakes until the Globalists are defeated  
33215,Always fasten your seat belt for you and your family.   
33216,This brave heart'only a Syrian muslim can have who are facing hardships for decades now💔💔💔   
33217,"  Canada is contributing 10 millions dollars to earthquake relief efforts. Teams are also being sent to help with assessment, search and rescue/recovery. "
33218,"If you feel tired, take rest for a while and the drive.   "
33219,"Turkey, Syria Earthquake: Death Toll Over 15,000   "
33220,"Emergency Call!Zeynep Bahçeci - May 14, 1978 - 44 years old. Defne Armutlu Neighborhood Day Street Ayhan Şahin Apartment was removed from a building opposite the PTT. Her family doesn't know where she is.    "
33221, Great work by our government
33222,"There are no miracles here, just death and destruction.  "
33223,Repost of the post of Ms  2/3  
33224,"Not a single tweet from  or  regarding the  let alone a donation. You will get what you deserve ilgili yardimi birak tek twit atmayan  ve  , hakettiginizi alacaksiniz"
33225,"Do not cross speed limit, follow signs to avoid accidents.   "
33226,Good morning ❤.....to everyone ❤🌏❤Good morning towards the world 🌎 Good morning to those who are not getting good morning's 🙂        
33227,"Rescue forces from Jiangxi China arrived in the earthquake-stricken area in Turkey on Feb 9, the crowd at the airport applauded to welcome the arrival of the rescuers    "
33228, sending five planes with humanitarian aid to     
33229,Repost of the post of Ms  3/3  🙏🤍 
33230,  China has also sent a rescue team to help search for survivors.
33231,"If you feel tired, take rest for a while and then drive.   "
33232,6th Batch Of   Leaves For   Under  🇮🇳🙏🇸🇾 In Presence Of  Ambassador To  🇮🇳🙏🇹🇷          
33233,"""Twitter has been informed by the Turkish government that access will be re-enabled shortly,” Musk tweeted.     "
33234,"  Good morning, morning show mu landlord. I think someone is not telling us the truth because turkey is not Ghana ooo. If he's dead they should let us know because   surviving under the rubble for 3 to 4 days de3 hmmm only God can save him."
33235,Your one mistake can take lives of people.   
33236,"9.58 am Istanbul / 8.58 am Damascus : 12,873 died*incld 2 Indonesian died in == : 3,162Death toll: 16,035Over 16,000 died "
33237,Peshawar weather today         
33238,Subhanallah. What a moment! The joy in the faces of every relief worker! May they find more and more people alive! 
33239, ( M4.1 strikes 44 km SE of  ( 10 min ago. More info: 
33240,"Do not use flasher lights, illegal number plates. Be responsible citizen.   "
33241,"""If you feel pain, you're alive. If you feel other people's pain, you're a human being.”Tolstoy     "
33242,"A person lying under the rubble during the  earthquake wrote on the wall; ""Don't lose hope"" lettering &amp; the 24 year old person was rescued from the rubble 64 hours after the earthquake.        "
33243,"Beautiful rescue story, may the boy heal quickly, strength and safety for the rescue team     🇹🇷 🇸🇾"
33244,"Good morning, maybe… continue to pray, mentally send unconditional love🤍, buy the clothes (etc) of brands which help, donate… everything what you can do. Don’t be indifferent 🙏🏻 good will return good, the world is the mirror 🙏🏻❤️💔   "
33245,Back and side view mirrors are very helpful while driving.   
33246,"Baby Helen, saved after 68 hours.  "
33247,More withdrawals from my clients✅✅✅❤️❤️❤️     
33248,"In  some  survivors lit a fire near the debris where search and rescue efforts were ongoing, and waited for their relatives to be rescued.   "
33249,Availability of flour and fertilizer at official rates should be ensured.  District administration complete preparations for by-elections and general elections.Chief Secretary Imdadullah Bosal     
33252,"""Help. No one came. My mom, my dad, my brother are here""         "
33253,The signs on boards should be followed for smooth drive.   
33254,This show the importance of enhance the Preparedness and response capacity of our volunteers and branches to be ready to support !! Proud 👏 of the search and rescue team of     
33255,LATEST: Over $3.1 million in crypto has been donated to  earthquake victims.  
33256, : here is the opportunity for  to help  If you wish to donate please reach JUBILEE HILLS ROAD NO 34 Hyderabad Telangana  Embassy. Please share as much as you can for a good cause    
33257,Syria and Turkey after the earthquake. Eruptions caused by earthquakes.          
33258,Sir jadeja What a spell ❤️😍Jaddu you beauty       
33259, Guangdong sends rescue team to   
33260, and  of  technician missing in  are still riding on  My report for  along with  
33261,"Coming up on the Breakfast Show...- People from the  helping  rescue efforts.- Paramedic left ""broken"" after being assaulted while on duty.-   comes to Listen live:  "
33262,Plase dont forget to donate and spread the word  May this day bring us only good news and i hope the bad days end soon🙏🏻❤️‍🩹   
33263,Today pi Coins deals. anyone want to sell group  link in bio.       
33264,Praying for everyone who lost their loved ones on this Natural Disaster.    
33265,Chinese team helps rescue survivor in quake-hit Hatay of Türkiye (source: xinhua)🙏🙏🙏    
33266,Gift of the Givers has arrived in Türkiye to the earthquake zone.        
33267,The death toll from the 7.8-magnitude quake is expected to rise sharply as rescue efforts pass the 72-hour mark that disaster experts consider the most likely period to save lives.      
33268,"sallam🇵🇰.selam🇹🇷 Army largest rescue force in the world.earthquake in Turkey in which the death toll has increased to more than 12,000The search &amp; rescue team of Pakistan saved a child victim of the earthquakeRescue 1122 also reached   peace "
33269,"An ""army"" of volunteers from across  rush to help quake-hit compatriots ♥️       📽️  "
33270,World Health Organization:   earthquake affected 23 million people       
33271,And you call it freedom of expression....Shame!!!! 
33272,"Good morning,For some of us, the day sank on Sunday evening, never to rise again.🫤             "
33273, ( M2.9 strikes 14 km NE of  ( 7 min ago. More info: 
33274,Question: Is this video from the Turkey-Syria earthquake?   
33275," | ""Dad is here, don't be scared...""▪️Daughter stuck in  rumbles smiles after seeing her father*Disturbing Visuals   "
33276,40 hours after the terrible  between  and  a few months old baby was extracted alive.🙏Sometimes miracles happen!🙏          
33277,"Toll rises above 15,800 in Turkey, Syria quake, say officials.Turkey, Syria Earthquake LIVE updates:    "
33278, teams delivering food aid to  affected people in           
33279,"The two earthquakes that shook Türkiye and Syria, along with other neighbouring countries, were so huge that they spanned territories larger than some entire countries, being more than double the size of Holland, for instance. Let’s take a look: Attention!  "
33280,"Picture of India's NDRF personnel leading the rescue operations in Turkiye. India has sent rescue and medical teams, including an Army medical team and NDRF personnel and medical supplies to quake-hit Turkey.Follow     "
33281,"Scenes from damage in Hatay, Turkey, as freezing temperatures deepened the misery for survivors of a massive earthquake in Turkey and Syria that killed at least 15,000 people         "
33282,Is this what you call Pakistan’s friendship with Turkey. India is the True Friend(“Saccha Dost”) of Turkey!         
33283,"And whatever of misfortune befalls you, it is because of what your hands have earned. And He pardons much” [al-Shoora 42:30]             "
33284,"To donate for the affected residents of Southern Turkey and Northern Syria's quake, tap the link here: In behalf of the JOPH Team, our hearts are with all the people affected by this tragedy.  "
33285," The cry for help to be sent to    continues, THERE IS STILL LIFE HERE  "
33286,"Apparently the government will match fund the first £5m raised to the    appeal. I've just pledged, hope people get as much help as possible ASAP "
33287,A friend in need is a friend indeed.         
33288, ( M3.1 strikes 10 km N of  ( 5 min ago. More info: 
33289,The World is a great place when all humanity come together to help one another ❤️  
33290,"Oppressed people, revolutionaries, the victims of the  Will never forget this face! This  is the face of a murderer of thousands.... "
33291,"A 13-year-old boy and his pet parrot were rescued after being trapped for 55 hours under the rubble in Kahramanmarash, Turkey   "
33292,"Fm, Watching  n  news is quite distressing.  🙏🙏"
33293,The Taiwan team has handed over the responsibility of SCC1 to the US team and will follow up with USA-01 to conduct missions in the Adiyaman area.   
33294,"father and daughter,before and after. 💔💔💔 "
33295,"Death toll in Türkiye from earthquakes surpasses 12,000: Agency  "
33296,Please show your love and support to the victims of the    and    . Hope everyone who is fortunate enough in the  space to donate. What might seem as insignificant to you could mean ALOT to others. 
33297,"Turkey has declared a fourth level alert state. The ""level 4""alarm condition includes an international call for help. For those of you around the world reading this message... Our people who were under the rubble of the earthquake in my country need your help to be saved "
33298,"""Praying for the victims and their families affected by the devastating earthquake in Turkey 🙏      "
33299,Confirm from any LiveScore ✅ +2347088528666     
33300,Pakistan is not bothered about saving the humanity. They are interested in destroying it!!         
33301,"We are still looking, please keep helping us    "
33302,"Turkish people have taken to  since the  to post information about loved ones they cannot reach, reports of collapsed buildings and coordination for aid.    "
33303,"EMERGENCY CALL!  “Ekin Mira &amp; her mother are still under the rubble. Teams, don't forget what happens here. /  Şazi Bey Mahallesi Ebrar Sitesi E Block Floor 3'' near Piazza AVM   "
33304,"“a lonely, depressing country. Wherever you turn, you find a person dying of defeat.”      "
33305,URGENT HELP NEEDED!   Thousands of people are stuck under the rubble in North  ... The  teams are URGENTLY calling for Diesel Fuel to operate rescue equipment.This is the link to donate: 
33306, | Before and after images of destroyed Turkish cities show extent of devastation Read:  
33307, Showing true   face of 🇦🇲 Spreading   and Mocking the death of thousands of people in  and  is sickening. No one deserves to go through this disaster. Shame on you.  
33308,"Those who want to help earthquake victims in TurkeyCryptocurrency wallet addresses of  the international official aid organization of the Turkish State, are below...        "
33310,Rescued baby gets affectionate kisses from her rescuer.               
33312,      Those who plundered the aid truck have been caught! 
33313,Amazing nation. Highly apprciated♥️🙏🏻   
33314,Last Part ...👇👇😳😳😳      
33315,Relief Medical Supplies Arrive In  Under   Is Providing Real Help To   🇮🇳🙏🇹🇷🇸🇾While  Can Only Trend On Twitter With  Because Of     
33316,What an amazing little man!! I wish I knew who this was.        
33317,"Baby Helen, saved after 68 hours.        "
33318," researcher, who predicted  3 days prior says "" along with  &amp;  is next in line, region should stay prepared"" 🥺 "
33319," After spending 55 hours in Turkey's Gaziantep, a baby &amp; his mother were rescued from the rubble.Video: Social Media |    "
33320, ( M3.4 strikes 31 km SE of  ( 10 min ago. More info: 
33321,THIS IS DISGUSTING. HOW CAN YOU BE THIS RECKLESS. DON'T  MILLIONS OF PEOPLE'S LIFE MORE IMPORTANT THAN YOUR LITTLE IDOLS PSYCHOLOGY? YOU GUYS DON'T HAVE HEART   
33322,Uk based Sikh organisation  is in  providing aid to those affected by  !  
33323,🔔 ( M3.4 occurred 27 km E of  ( 11 min ago (local time 10:09:46). More info at:📱🌐🖥 
33324,"We are still looking for my sister in law, she was rescued and got into an ambulance in Adiyaman, but we do not know which hospital and which city she was taken to.She might be unconscious or in a state of shock.    "
33325,A civil air defense and Blue Sky rescue team from Jiangxi Province arrived in Turkey at 8 am local time on February 9 (13 am Beijing time).       
33326,From  to   
33327,The world would be a better place    w/o politicians manipulating our minds...          
33328,Kerem edited the caption on insta and here new one please spread the word   
33329,Palestinians express solidarity with peoples of Syria and Türkiye after devastating earthquake    
33331, ( M4.7 strikes 82 km NW of  ( 6 min ago. More info: 
33332," Death Toll crosses 15,000-mark.     "
33333,Please spread this 🙏   
33334,"Thank you, Novo Nordisk! "
33335,Plase dont forget to donate and spread the word 🙏🏻🤍🫂   
33336," |IN PHOTOS: Major earthquake strikes Turkey, Syria; many trapped         "
33337,"Women of the East, we hope you are safe. Buses leave İstanbul every day filled with volunteers. Airlines offer free flights to those seeking family. Everyone is sad but we dig together, out of this disaster.       "
33338,god bless🙏🙏🙏   
33339,PLEASE SPREAD THE WORD! 🤍🙏 
33340,"Thinking of everyone I’ve ever drawn in the Southeast, hoping they’re coming through this.       "
33341, ( M3.0 strikes 16 km NW of  ( 13 min ago. More info: 
33342,Taiwan's President and Vice President donate their 1-month salary to aid earthquake-stricken Turkey. 
33343,There is no evidence that the U.S. or NATO was behind the  and used the High-frequency Active Auroral Research Program (HAARP) to cause it.
33344,International response to the Turkey earthquake has exposed some cracks. An edit.     
33345,"Not a single living being is left behind. The thoughts of 🇦🇿 people are with 🇹🇷 and 🇸🇾The video was found on Internet, I don't take credit for it.       "
33346,Really made me cry. The little girl 'Sham' 'The White Helmets' stayed by her side until they finally managed to save her.             
33347,"May Allah Protect Our Brothers and Sisters.Prayers For Turkey ,Syria And All Other Countries Affected By Earthquakes. 💔 Powerful 7.8    "
33348," &amp;  are connected to each other historically. We always helped each other in the most difficult times. Today, every  is rushing forward to help his brothers, sisters. We watch the footage of the tragedy with great sorrow.  "
33349,This is unbelievable. 78 hours.Miracle.Heroes. All of them.   
33350,"'This is loneliness, not an earthquake!!'It's a set of disasters whose dimensions we haven't yet grasped, humanity is humiliated &amp; our minds reject.    "
33351, India's sixth flight reaches Turkey with relief assistance.          
33352,"It's Only the unconditional release of  that will make us reconsider this 6 days sit at home-Mazi  8th February 2023,        "
33353,📌The happiness of a mother who found her son...🇦🇿🇹🇷      
33354,Need a professional hacker for password bypass?                   
33355,Mucize✨✨✨ 
33356,A DEADLY  that will hit  was PROPHESIED By the Man of GOD Samuel Kakande on Sunday 26th June 2022. It came to Pass 7 Months Later.GOD INTERVENTION FOR THE NATION TURKEY     
33357,"gonna try to get some sleep, please keep tweeting if you can, i beg you🙏🏻♥️ its time for Syrians to be heard     "
33358, - Hatay 
33360, ( M3.4 strikes 32 km SW of  ( 7 min ago. More info: 
33361,"We many many times send this request but never and never get any reply,we do not have time and many many kids die neca of cold and we need helps but never get any these,government doesn’t know this but now we need these 🙏🙏🙏🙏😭😭😭   "
33362,"Strong seismic activity can occur near the purple band in 1-4 days.(Malaysia,Japan,Philipins) Turkey and Syria are in danger and aftershocks will last days and weeks.(Frank Hoogerbeets)     "
33363, President Erdogan told a survivor that the  was part of 'destiny’s plan' 🙄  
33364,"""The Parliament starts a charity action in aid of the Turkish people injured amid the earthquake”, - the Speaker,  stated at the plenary session.Thank you Georgia 🇹🇷❤️🇬🇪  "
33365,Retweet please     
33366,"📍 Donations will be collected at the Youngistaan Foundation Office, A Block 104, Badruka Enclave, Banjara Hills Road Number 12 (above Dry Fruit House). 📍 Google Maps: Please call 091001 42224  "
33367,📌A miracle that survived after 31 hours...🇦🇿🇹🇷      
33368,His father sacrificed his life and shielded his bones to protect his little child 😥 Allah o Akbar    
33369,09/02/23 - 7:45am📌 12 873 died in Turkey-Syria earthquakes📌 62 937 injured 📌 6 444 buildings collapsed in Turkey  📌 1 117 aftershocks              
33370,HOPE 🤲🏻🇹🇷🤲🏻🇸🇾    
33371,6th Batch Of   Leaves For   Under  🇮🇳🙏🇹🇷🇸🇾 With Sniffer Dogs Rescue Medical Equipments          
33372,🔔 ( M4.7 occurred 22 km NW of  ( 24 min ago (local time 10:18:24). More info at:📱🌐🖥 
33373,We stand firmly with TÜRKIYE🇹🇷Lets donate generously for brother Islamic Country.👇Prime Minister’s Relief Fund for Türkiye Earthquake Victims- Account # 4182864740- IBAN # PK18NBPA0001004182864740- Swift Code # NBPAPKKAMBR   
33374,hello everyone! my country is currently in crisis bc of the horrible earthquakes! i appreciate it if you guys retweet this when you see this. even a small donation could help a lot. also this is why i havent posted anything. i apologize.    
33375,Under the rubble she refuses to come out until a hijab is arranged for her...♥️                
33376,thank you for being who you are ❤✊️ that your request gets a great response 
33377,Relief Medical Supplies Arrive In  Under   Is Providing Real Help To   🇮🇳🙏🇹🇷🇸🇾                
33378,"Children are one of the most vulnerable groups when it comes to natural disasters. For this reason, it is necessary to make them feel safe and open up space for their feelings in order to ensure that they can skip the process in the healthiest way possible. "
33379,"Please donate to Turkish Earthquake relief efforts! THIS IS WORSE THAN ANY WAR, WORSE THAN ANY PANDEMIC! This is the biggest disaster of the century. More than 13 thousand people dead to date. Tens of thousands more under rubbles."
33380,"""The representatives of our state institutions are also active in organizing humanitarian aid within their institutions, &amp; we can only welcome this. The entire  people are with the brotherly  people today"".    "
33381,A citizen's effort to rescue a  under the rubble...      
33382,"""On my instructions, all aid issues will be managed from one center, &amp; the head of the  has been instructed about that. In addition, our hospitals have all the conditions for the treatment of our wounded brothers &amp; sisters"".   "
33385,🇮🇳🙏🇹🇷     Starts Field Hospitals In   We Are With You 🇮🇳🙏🇸🇾 While  🇵🇰 Trends   On Twitter    
33386,"In Turkey 🇹🇷, another child was rescued last night from the rubble 3 days after the earthquake 🙏👼However, the number of victims is increasing every hour and has already surpassed 10,000. 💔     "
33387,"The Moment  sign appears in front of you, you come face to face with great destruction. It's like a bombed-out city. Neither I nor volunteers expected this much on the road I set out with the news of 'aid isn't being brought to Hatay   "
33388,Amin amin.  
33389,"Likewise, two fluctuations on 3 and 5 January marked regions in the West Pacific. On 9 January a M 7.6 tremor occurred in the Banda Sea.  "
33390,catalog-based double-difference locations    
33391,🔔 ( M3.4 occurred 12 km NE of  ( 21 min ago (local time 10:29:01). More info at:📱🌐🖥 
33392,"""When I called my dear brother,  on the phone to express my condolences, I said that we were wholeheartedly with you. Our people are constantly being sent to  At the same time, doctors, rescuers, volunteers are &amp; will continue to be sent"".   "
33394,Abhinandan prays for the families who have lost their loved ones in the earthquake of Turkey and Syria 🙏       
33395,"BREAKING NEWS!!! Russia set to engage Western neo-colonists, Britain and USA on Biafra soil as they rightly dealt with France in Mali.-Sergel Lavrov , Russian foreign minister.      "
33396,""" has extensive activities &amp; great opportunities in  This company is also a  company, and it is trying &amp; will continue trying to help with all the possibilities it has"".     "
33397,This boy was pulled from the rubble after 71 hours.        
33398, ( M4.2 strikes 52 km NW of  ( 14 min ago. More info: 
33399, : So much devastation here ! We were out until midnight in the city of  and were approached for help at every turn.  Our  team have been providing hot meals and coordinating blankets distribution. It’s freezing at night.  
33400,    Help is needed in Syria too.
33401,🔔 ( M4.2 occurred 15 km E of  ( 16 min ago (local time 10:42:07). More info at:📱🌐🖥 
33402,"Death toll from Turkiye-Syria earthquakes rises to 15,000      "
33403,11th person was saved by  in     
33404,Pray for Turkey  ve Syria 
33405,"As the window for rescue narrows, we look at the devastating impact of the 7.8 magnitude earthquake and the need for the international community to come together to help.Live from 4pm GMT   "
33406,VOTE FOR SHIV THAKARE🏆  DESERVING WINNER SHIV😘Link:   👍            
33407," Vijay Kumar, a Bengaluru technician, has gone missing in Turkey when he was on a work trip to the country. His brother Arun Kumar talks to  and "
33408,Links given by Kerem to donateDisaster and emergency management departmentAhbap association Please spread the word and donate! 
33409, Hatay! 💐👏 
33410, ( M3.3 strikes 28 km NW of  ( 10 min ago. More info: 
33411,"""The Turkish state is a strong state and it is showing its strength in the fight against this disaster"".      "
33412,Turkey earthquake: Cat rescued from debris. 
33413,Garuda Aerospace's made-in-India drones to aid rescue efforts in quake-hit Turkey   
33414,"Friends frm Hyderabad BEWARE of FAKE NGOs &amp; kindly come forward for this Noble Cause Consulate General of Turkish Consulate- Hyd Mr. Orhan Yalman Okan 🇹🇷 Drop ur items at Plot No 6 - Road No 34, Jubilee Hills Donated items should be new or clean&amp; good condition  "
33415," personnel reach a woman under rubble in   The staff kept talking to the woman to keep her awake:+ ""What is the best dish in Hatay, which one do you cook well?"" - ""They are all good. I make them all good.""   "
33416,Innocent souls saving souls     
33417,"Kerem takes an active part in helping his country, calling on everyone and everything to respond to the tragedy, I am proud of him and his civil position! 🙏❤️‍🩹🇹🇷   "
33418,About Earthquake:  
33419,"Chinese Blue Sky Rescue Team shouting ""Turkey, keep fighting!"" (土耳其, 加油!) 🇨🇳🇹🇷      "
33420,A Saudi team arrives in Turkey to help with the rescue efforts following the earthquake.     
33421,RT  RT  More withdrawals from my clients✅✅✅❤️❤️❤️     
33422,"To the toxic group of silence 🤫 stop insulting the fans and the celebrities actively using their social platforms to bring attention to  we tweet, RT to support them, I ask myself if you will be the first to praise and tweet for your fav now that he has decided to show up"
33423,4th morning in  after the earthquake. The Asi river flowing through the middle of the city was once separating the most populated neighborhoods. The city is now almost empty. We are giving relief items to the displaced families and aid workers.   
33424,Earthquake aid TurkeyPlease share      
33425,"Operation Dost: India sends 6 plane loads of relief material, rescue personnel to Turkey and Syria     "
33426,France announces plans to construct an emergency hospital in Turkey to support earthquake relief efforts.  
33427, 📌 our animal friends who are under the rubble are also rescued. 
33428,Afghanistan people DONATING for Turkey’s recent Earthquakes.It's not the wallet that counts but the HEART.🇦🇫🇹🇷  
33429,"Almost Bankrupt Pakistan, Begging Bowl, Endless Foreign Trips of Elites....Where Are We Heading??          "
33430,Chinese civilian efforts intensify to help earthquake rescue in Türkiye (source: xinhua)🙏🙏🙏    
33431,78 hours later. 🙏🤲🇹🇷🇸🇾             
33432,Yorumsuz. No Comment.             
33433,"This doggie is screaming: ""I was born to be here... To do this."" Look at the smile on his face, he is so ready to save people 🥺❤️   "
33434,Hope Caravan sends 5 more trucks of humanitarian assistance to earthquake-hit regions    
33436,Gaziantep... 
33437,This is the road blockade for a leader who just wants to hold a speech how they have everything under control (they actually don’t) and blocks the help for the people…   
33438,First  victim of  confirmed.
33439,   Everyone is homeless. No one is in 'good' condition. Those who saved their lives from the disaster in the villages have been waiting in freezing cold for 4 days in their greenhouses.   
33440,Confirmed!  VPN service gives 30 days for FREE for any visitor from Turkey Get 30 days FREE with the following link  
33441,In  70-year-old Sarıgül Kaçan sold her calf and donated the 13 thousand TL she received in return to  victims.     
33442,Pakistani rescuers in Türkiye rescue a child who is stuck under the rubble and was miraculously alive - Pak rescue teams have been at the forefront of responding to the tragedy.  
