text,date,processed_text
🙏 Our thoughts and prayers are with you during these difficult times         ,2023-02-06 20:52:10+00:00, our thoughts and prayers are with you during these difficult times 
"More than 75 aftershocks so far today in Turkey, according to US agency   ",2023-02-06 20:52:12+00:00,more than aftershocks so far today in turkey according to us agency 
"""Just the day of judgement,We may think about the day of judgement""    ",2023-02-06 20:52:14+00:00, just the day of judgement we may think about the day of judgement 
Aleppo. They are searching for his family among survivors of the earthquake. He is in Al Rasala hospital after being rescued. 💔 ,2023-02-06 20:52:20+00:00,aleppo they are searching for his family among survivors of the earthquake he is in al rasala hospital after being rescued 
OXFAM -    ,2023-02-06 20:52:20+00:00,oxfam 
I wish all others country to help the Turkey and syria in all way.           ,2023-02-06 20:52:28+00:00, wish all others country to help the turkey and syria in all way 
Gaziantep'den.   ,2023-02-06 20:52:33+00:00,gaziantep den 
Hatay🤲🏻😔😔      ,2023-02-06 20:52:33+00:00,hatay 
Engineers usually say the n-word  ,2023-02-06 20:52:36+00:00,engineers usually say the word 
There are innumerable little town and cities that were flattened for a span of over a hundred miles along the ruptured fault. I am not surprised at all. From Iskanderun to Malatya almost everything collapsed.   ,2023-02-06 20:52:41+00:00,there are innumerable little town and cities that were flattened for span of over hundred miles along the ruptured fault am not surprised at all from iskanderun to malatya almost everything collapsed 
Another child saved from the rubble in the  🥺 ,2023-02-06 20:52:54+00:00,another child saved from the rubble in the 
What I highly value in my  countrymen is our empathy and generosity even we are struggling economically.  aids first to reach  and    ,2023-02-06 20:53:01+00:00,what highly value in my countrymen is our empathy and generosity even we are struggling economically aids first to reach and 
" Now I go to sleep🌙I ask the Lord for their souls,to keep. May Angels 😇 watch over their souls all through the night✨All my prayers🙏🏼go to all families in Turkey🇹🇷and Syria🇸🇾 Good night with a little pray🙏🏼to a peaceful night to all.  ",2023-02-06 20:53:02+00:00, now go to sleep ask the lord for their souls to keep may angels watch over their souls all through the night all my prayers go to all families in turkey and syria good night with little pray to peaceful night to all 
"In the wake of these disasters, we are reminded how vital access to information and communication is. Our hearts go out to all in Turkey, and Syria affected during this difficult time. 🙏 More below in the 🧵👇 ",2023-02-06 20:53:11+00:00,in the wake of these disasters we are reminded how vital access to information and communication is our hearts go out to all in turkey and syria affected during this difficult time more below in the 
We chose Doctors Without Borders  but there are so many ways you can help!   ,2023-02-06 20:53:13+00:00,we chose doctors without borders but there are so many ways you can help 
"True heroism, this deserves respect and admiration. In the darkest times are when you see humans at their truest potential. Kindness unbound.   ",2023-02-06 20:53:14+00:00,true heroism this deserves respect and admiration in the darkest times are when you see humans at their truest potential kindness unbound 
"Heartbreaking graphics are coming from  ,     May ALLAH HELP.",2023-02-06 20:53:29+00:00,heartbreaking graphics are coming from may allah help 
Thoughts and prayers to ,2023-02-06 20:53:31+00:00,thoughts and prayers to 
reason for  ,2023-02-06 20:53:35+00:00,reason for 
Amin amin              ,2023-02-06 20:53:41+00:00,amin amin 
 : Buildings continue to collapse in aftershocks of  - several terrifying videos from Malatya show the danger    ,2023-02-06 20:53:45+00:00, buildings continue to collapse in aftershocks of several terrifying videos from malatya show the danger 
 22 years in power and  does not make sure new buildings are built with earthquakes in mind like they do in Japan. ,2023-02-06 20:53:51+00:00, years in power and does not make sure new buildings are built with earthquakes in mind like they do in japan 
🖤Happy birthday to me🖤 thank you all friends for gifts 🎁 🥀🎂🥀             ,2023-02-06 20:53:58+00:00, happy birthday to me thank you all friends for gifts 
"Footage of a a baby that was born under the rubble in Aleppo, Syria 😢 PLEASE DONATE FOR SYRIA!! DON'T FORGET SYRIA 🙏          ",2023-02-06 20:53:59+00:00,footage of baby that was born under the rubble in aleppo syria please donate for syria don forget syria 
We will be to hear that Christian Atsu is safe     ,2023-02-06 20:54:00+00:00,we will be to hear that christian atsu is safe 
"I’m calling out to all humanity in the world.Please help  . The situation is terrible. Babies, elderies and disabled people are hungery. Also, the weather is cold, so people who are outside can experience hypothermia.We can beat this together   ",2023-02-06 20:54:01+00:00, calling out to all humanity in the world please help the situation is terrible babies elderies and disabled people are hungery also the weather is cold so people who are outside can experience hypothermia we can beat this together 
  ,2023-02-06 20:54:03+00:00, 
 Unimaginable tragedy. And a reminder of how small the world is now - that tremor will be felt by many in London.,2023-02-06 20:54:05+00:00, unimaginable tragedy and reminder of how small the world is now that tremor will be felt by many in london 
The reality and my timeline are so heartbreaking..  ,2023-02-06 20:54:07+00:00,the reality and my timeline are so heartbreaking 
1 Hatay   ,2023-02-06 20:54:08+00:00, hatay 
🔔 ( M3.3 occurred 25 km N of  ( 19 min ago (local time 23:35:03). More info at:📱🌐🖥 ,2023-02-06 20:54:15+00:00, occurred km of min ago local time smile more info at 
 ( M5.0 strikes 58 km NW of  ( 10 min ago. More info: ,2023-02-06 20:54:17+00:00, strikes km nw of min ago more info 
"Disaster continues in the Middle East. The total number of dead in Turkey reached 2316 and the number of injured reached 13,293. While the death toll in Syria reaches 1050, it is said that 2911 are injured.   ",2023-02-06 20:54:24+00:00,disaster continues in the middle east the total number of dead in turkey reached and the number of injured reached while the death toll in syria reaches it is said that are injured 
"I can feel the pain of Victims because i also suffered from same situation in 8th oct 2005  in Pakistan...we can only 🙏 pray for our Turkish people,we pray may Allah Help them to get rid from this disastrous situation 🇵🇰🤝🇹🇷😥",2023-02-06 20:54:29+00:00, can feel the pain of victims because also suffered from same situation in th oct in pakistan we can only pray for our turkish people we pray may allah help them to get rid from this disastrous situation 
YARDIM  gaziantep  antep  deprem     ,2023-02-06 20:54:36+00:00,yardim gaziantep antep deprem 
lPease pray for those who've suffered loss in the earthquake in Turkey &amp; for Christian friends who may be needed to mobilize &amp; direct aid there.     ,2023-02-06 20:54:43+00:00,lpease pray for those who have suffered loss in the earthquake in turkey amp for christian friends who may be needed to mobilize amp direct aid there 
"Bro, can 2023 chill already? Thoughts and prayers to those involved in the ",2023-02-06 20:54:56+00:00,bro can chill already thoughts and prayers to those involved in the 
Updated death toll:1371  2316 ,2023-02-06 20:54:58+00:00,updated death toll 
 thank you  time is of the essence to save lives not play politics  ,2023-02-06 20:55:12+00:00, thank you time is of the essence to save lives not play politics 
"Today, seeing the situation in Turkey, Syria, Lebanon, Iran and Pakistan, it feels like Allah is very angry with the Muslim Ummah. We must all repent. ",2023-02-06 20:55:22+00:00,today seeing the situation in turkey syria lebanon iran and pakistan it feels like allah is very angry with the muslim ummah we must all repent 
Social Media Content Sample that I DesignOrder             ,2023-02-06 20:55:28+00:00,social media content sample that designorder 
